machine_id,machine_type,date,shift,production_rate,production_count,quality_score,downtime_minutes,operating_status
M-02,CNC,2026-06-04,Afternoon,42.24,338,94.49,0,RUNNING
M-02,CNC,2026-06-04,Morning,42.65,341,94.55,0,RUNNING
M-02,CNC,2026-06-04,Night,41.23,330,95.63,0,RUNNING
M-02,CNC,2026-06-05,Afternoon,40.77,326,98.11,0,RUNNING
M-02,CNC,2026-06-05,Morning,40.84,327,93.3,0,RUNNING
M-02,CNC,2026-06-05,Night,40.8,326,100.0,0,RUNNING
M-02,CNC,2026-06-06,Afternoon,40.92,327,97.4,0,RUNNING
M-02,CNC,2026-06-06,Morning,42.62,341,96.37,0,RUNNING
M-02,CNC,2026-06-06,Night,41.27,330,96.24,0,RUNNING
M-02,CNC,2026-06-07,Afternoon,43.45,348,94.59,0,RUNNING
M-02,CNC,2026-06-07,Morning,45.23,362,95.81,0,RUNNING
M-02,CNC,2026-06-07,Night,41.96,336,99.54,0,RUNNING
M-02,CNC,2026-06-08,Afternoon,42.89,343,94.88,0,RUNNING
M-02,CNC,2026-06-08,Morning,41.21,330,99.62,0,RUNNING
M-02,CNC,2026-06-08,Night,42.8,342,97.95,0,RUNNING
M-02,CNC,2026-06-09,Afternoon,41.08,329,95.5,0,RUNNING
M-02,CNC,2026-06-09,Morning,42.78,342,92.86,0,RUNNING
M-02,CNC,2026-06-09,Night,41.91,335,97.24,0,RUNNING
M-02,CNC,2026-06-10,Afternoon,42.48,340,97.22,0,RUNNING
M-02,CNC,2026-06-10,Morning,42.22,338,93.33,0,RUNNING
M-02,CNC,2026-06-10,Night,42.71,342,98.16,0,RUNNING
M-02,CNC,2026-06-11,Afternoon,41.91,335,92.68,0,RUNNING
M-02,CNC,2026-06-11,Morning,43.05,344,96.92,0,RUNNING
M-02,CNC,2026-06-11,Night,42.54,340,96.42,0,RUNNING
M-02,CNC,2026-06-12,Afternoon,40.64,325,98.11,0,RUNNING
M-02,CNC,2026-06-12,Morning,42.34,339,93.45,0,RUNNING
M-02,CNC,2026-06-12,Night,41.95,336,97.36,0,RUNNING
M-02,CNC,2026-06-13,Afternoon,43.18,345,94.97,0,RUNNING
M-02,CNC,2026-06-13,Morning,42.04,336,96.06,0,RUNNING
M-02,CNC,2026-06-13,Night,42.12,337,95.08,0,RUNNING
M-02,CNC,2026-06-14,Afternoon,42.28,338,95.04,0,RUNNING
M-02,CNC,2026-06-14,Morning,41.45,332,95.38,0,RUNNING
M-02,CNC,2026-06-14,Night,43.58,349,94.21,0,RUNNING
M-02,CNC,2026-06-15,Afternoon,43.82,351,96.39,0,RUNNING
M-02,CNC,2026-06-15,Morning,41.76,334,95.12,0,RUNNING
M-02,CNC,2026-06-15,Night,43.3,346,93.03,0,RUNNING
M-02,CNC,2026-06-16,Afternoon,42.1,337,98.13,0,RUNNING
M-02,CNC,2026-06-16,Morning,42.34,339,97.78,0,RUNNING
M-02,CNC,2026-06-16,Night,41.35,331,98.82,0,RUNNING
M-02,CNC,2026-06-17,Afternoon,41.44,332,98.91,0,RUNNING
M-02,CNC,2026-06-17,Morning,44.9,359,95.27,0,RUNNING
M-02,CNC,2026-06-17,Night,43.99,352,94.95,0,RUNNING
M-02,CNC,2026-06-18,Afternoon,40.31,322,94.16,0,RUNNING
M-02,CNC,2026-06-18,Morning,41.47,332,95.44,0,RUNNING
M-02,CNC,2026-06-18,Night,40.73,326,94.46,0,RUNNING
M-02,CNC,2026-06-19,Afternoon,43.95,352,94.0,0,RUNNING
M-02,CNC,2026-06-19,Morning,41.96,336,96.47,0,RUNNING
M-02,CNC,2026-06-19,Night,43.24,346,95.57,0,RUNNING
M-02,CNC,2026-06-20,Afternoon,40.59,325,96.76,0,RUNNING
M-02,CNC,2026-06-20,Morning,41.94,336,97.35,0,RUNNING
M-02,CNC,2026-06-20,Night,42.21,338,96.98,0,RUNNING
M-02,CNC,2026-06-21,Afternoon,41.2,330,94.94,0,RUNNING
M-02,CNC,2026-06-21,Morning,42.36,339,100.0,0,RUNNING
M-02,CNC,2026-06-21,Night,41.21,330,94.89,0,RUNNING
M-02,CNC,2026-06-22,Afternoon,43.79,350,94.86,0,RUNNING
M-02,CNC,2026-06-22,Morning,41.2,330,98.38,0,RUNNING
M-02,CNC,2026-06-22,Night,40.95,328,96.94,0,RUNNING
M-02,CNC,2026-06-23,Afternoon,42.26,338,92.97,0,RUNNING
M-02,CNC,2026-06-23,Morning,41.3,330,97.27,0,RUNNING
M-02,CNC,2026-06-23,Night,43.95,352,99.59,0,RUNNING
M-02,CNC,2026-06-24,Afternoon,42.36,339,96.67,0,RUNNING
M-02,CNC,2026-06-24,Morning,41.23,330,95.22,0,RUNNING
M-02,CNC,2026-06-24,Night,42.83,343,100.0,0,RUNNING
M-02,CNC,2026-06-25,Afternoon,40.26,322,94.54,0,RUNNING
M-02,CNC,2026-06-25,Morning,41.78,334,94.4,0,RUNNING
M-02,CNC,2026-06-25,Night,41.96,336,99.59,0,RUNNING
M-02,CNC,2026-06-26,Afternoon,41.98,336,98.38,0,RUNNING
M-02,CNC,2026-06-26,Morning,41.35,331,96.45,0,RUNNING
M-02,CNC,2026-06-26,Night,45.18,361,94.94,0,RUNNING
M-02,CNC,2026-06-27,Afternoon,42.86,343,99.69,0,RUNNING
M-02,CNC,2026-06-27,Morning,41.38,331,98.09,0,RUNNING
M-02,CNC,2026-06-27,Night,42.74,342,95.28,0,RUNNING
M-02,CNC,2026-06-28,Afternoon,43.03,344,97.01,0,RUNNING
M-02,CNC,2026-06-28,Morning,42.74,342,98.22,0,RUNNING
M-02,CNC,2026-06-28,Night,43.34,347,98.34,0,RUNNING
M-02,CNC,2026-06-29,Afternoon,41.79,334,96.29,0,RUNNING
M-02,CNC,2026-06-29,Morning,43.74,350,97.3,0,RUNNING
M-02,CNC,2026-06-29,Night,43.52,348,94.37,0,RUNNING
M-02,CNC,2026-06-30,Afternoon,42.04,336,98.56,0,RUNNING
M-02,CNC,2026-06-30,Morning,42.46,340,95.21,0,RUNNING
M-02,CNC,2026-06-30,Night,42.24,338,96.09,0,RUNNING
M-02,CNC,2026-07-01,Afternoon,42.81,343,100.0,0,RUNNING
M-02,CNC,2026-07-01,Morning,40.29,322,97.49,0,RUNNING
M-02,CNC,2026-07-01,Night,41.61,333,96.44,0,RUNNING
M-02,CNC,2026-07-02,Afternoon,41.88,335,96.56,0,RUNNING
M-02,CNC,2026-07-02,Morning,42.31,339,99.15,0,RUNNING
M-02,CNC,2026-07-02,Night,42.77,342,96.37,0,RUNNING
M-02,CNC,2026-07-03,Afternoon,43.35,347,93.95,0,RUNNING
M-02,CNC,2026-07-03,Morning,41.44,331,96.39,0,RUNNING
M-02,CNC,2026-07-03,Night,42.17,337,94.6,0,RUNNING
M-02,CNC,2026-07-04,Afternoon,41.3,330,96.75,0,RUNNING
M-02,CNC,2026-07-04,Morning,43.51,348,92.95,0,RUNNING
M-02,CNC,2026-07-04,Night,43.97,352,95.63,0,RUNNING
M-02,CNC,2026-07-05,Afternoon,37.66,301,87.85,0,RUNNING
M-02,CNC,2026-07-05,Morning,38.72,310,96.01,0,RUNNING
M-02,CNC,2026-07-05,Night,39.89,319,91.25,0,RUNNING
M-02,CNC,2026-07-06,Afternoon,37.02,296,87.37,0,RUNNING
M-02,CNC,2026-07-06,Morning,35.62,285,89.92,0,RUNNING
M-02,CNC,2026-07-06,Night,35.34,283,90.24,0,RUNNING
M-02,CNC,2026-07-07,Afternoon,36.02,288,82.61,0,RUNNING
M-02,CNC,2026-07-07,Morning,34.79,278,84.55,0,RUNNING
M-02,CNC,2026-07-07,Night,32.56,261,83.37,0,RUNNING
M-02,CNC,2026-07-08,Afternoon,41.7,0,96.7,480,DOWN
M-02,CNC,2026-07-08,Morning,41.94,0,96.49,480,DOWN
M-02,CNC,2026-07-08,Night,40.42,0,98.89,480,DOWN
M-02,CNC,2026-07-09,Afternoon,42.43,339,96.91,0,RUNNING
M-02,CNC,2026-07-09,Morning,41.9,335,98.23,0,RUNNING
M-02,CNC,2026-07-09,Night,42.72,342,96.9,0,RUNNING
M-02,CNC,2026-07-10,Afternoon,42.25,338,97.42,0,RUNNING
M-02,CNC,2026-07-10,Morning,42.81,342,98.66,0,RUNNING
M-02,CNC,2026-07-10,Night,41.89,335,98.88,0,RUNNING
M-02,CNC,2026-07-11,Afternoon,41.95,336,93.14,0,RUNNING
M-02,CNC,2026-07-11,Morning,41.15,329,99.6,0,RUNNING
M-02,CNC,2026-07-11,Night,42.16,337,94.64,0,RUNNING
M-02,CNC,2026-07-12,Afternoon,41.44,332,92.22,0,RUNNING
M-02,CNC,2026-07-12,Morning,43.06,344,94.69,0,RUNNING
M-02,CNC,2026-07-12,Night,41.43,331,91.15,0,RUNNING
M-02,CNC,2026-07-13,Afternoon,42.99,344,96.85,0,RUNNING
M-02,CNC,2026-07-13,Morning,40.0,320,97.52,0,RUNNING
M-02,CNC,2026-07-13,Night,40.78,326,95.9,0,RUNNING
M-02,CNC,2026-07-14,Afternoon,43.89,351,97.75,0,RUNNING
M-02,CNC,2026-07-14,Morning,42.0,336,93.68,0,RUNNING
M-02,CNC,2026-07-14,Night,41.72,334,96.05,0,RUNNING
M-02,CNC,2026-07-15,Afternoon,41.69,334,94.64,0,RUNNING
M-02,CNC,2026-07-15,Morning,42.26,338,91.92,0,RUNNING
M-02,CNC,2026-07-15,Night,40.74,326,95.44,0,RUNNING
M-02,CNC,2026-07-16,Afternoon,41.28,330,97.15,0,RUNNING
M-02,CNC,2026-07-16,Morning,44.27,354,97.28,0,RUNNING
M-02,CNC,2026-07-16,Night,43.76,350,97.85,0,RUNNING
M-02,CNC,2026-07-17,Afternoon,42.88,343,96.79,0,RUNNING
M-02,CNC,2026-07-17,Morning,42.08,337,94.71,0,RUNNING
M-02,CNC,2026-07-17,Night,43.13,345,97.27,0,RUNNING
M-02,CNC,2026-07-18,Afternoon,43.66,349,96.4,0,RUNNING
M-02,CNC,2026-07-18,Morning,43.32,347,94.93,0,RUNNING
M-02,CNC,2026-07-18,Night,44.61,357,94.62,0,RUNNING
M-02,CNC,2026-07-19,Afternoon,41.18,329,95.03,0,RUNNING
M-02,CNC,2026-07-19,Morning,44.19,353,96.4,0,RUNNING
M-02,CNC,2026-07-19,Night,41.6,333,96.85,0,RUNNING
M-02,CNC,2026-07-20,Afternoon,41.97,336,100.0,0,RUNNING
M-02,CNC,2026-07-20,Morning,42.66,341,94.85,0,RUNNING
M-02,CNC,2026-07-20,Night,44.18,353,96.87,0,RUNNING
M-02,CNC,2026-07-21,Afternoon,42.77,342,93.95,0,RUNNING
M-02,CNC,2026-07-21,Morning,42.05,336,96.24,0,RUNNING
M-02,CNC,2026-07-21,Night,41.68,333,92.66,0,RUNNING
M-02,CNC,2026-07-22,Afternoon,41.39,331,99.15,0,RUNNING
M-02,CNC,2026-07-22,Morning,42.5,340,97.29,0,RUNNING
M-02,CNC,2026-07-22,Night,40.46,324,93.07,0,RUNNING
M-02,CNC,2026-07-23,Afternoon,44.12,353,95.08,0,RUNNING
M-02,CNC,2026-07-23,Morning,42.28,338,98.09,0,RUNNING
M-02,CNC,2026-07-23,Night,43.36,347,95.92,0,RUNNING
M-02,CNC,2026-07-24,Afternoon,42.82,343,92.85,0,RUNNING
M-02,CNC,2026-07-24,Morning,41.78,334,97.77,0,RUNNING
M-02,CNC,2026-07-24,Night,43.86,351,98.76,0,RUNNING
M-02,CNC,2026-07-25,Afternoon,42.62,341,96.52,0,RUNNING
M-02,CNC,2026-07-25,Morning,41.21,336,96.79,0,RUNNING
M-02,CNC,2026-07-25,Night,41.31,330,94.66,0,RUNNING
M-02,CNC,2026-07-26,Afternoon,42.68,341,95.26,0,RUNNING
M-02,CNC,2026-07-26,Morning,41.97,336,98.35,0,RUNNING
M-02,CNC,2026-07-26,Night,42.97,344,90.3,0,RUNNING
M-02,CNC,2026-07-27,Afternoon,41.54,332,93.76,0,RUNNING
M-02,CNC,2026-07-27,Morning,43.45,348,92.52,0,RUNNING
M-02,CNC,2026-07-27,Night,40.37,323,98.32,0,RUNNING
M-02,CNC,2026-07-28,Afternoon,41.94,336,96.95,0,RUNNING
M-02,CNC,2026-07-28,Morning,41.41,331,96.69,0,RUNNING
M-02,CNC,2026-07-28,Night,42.1,337,93.43,0,RUNNING
M-02,CNC,2026-07-29,Afternoon,40.04,320,95.14,0,RUNNING
M-02,CNC,2026-07-29,Morning,43.26,346,95.01,0,RUNNING
M-02,CNC,2026-07-29,Night,43.89,351,97.7,0,RUNNING
M-03,PRESS,2026-05-01,Afternoon,64.37,515,100.0,0,RUNNING
M-03,PRESS,2026-05-01,Morning,64.32,515,95.3,0,RUNNING
M-03,PRESS,2026-05-01,Night,65.74,526,96.86,0,RUNNING
M-03,PRESS,2026-05-02,Afternoon,64.49,516,95.61,0,RUNNING
M-03,PRESS,2026-05-02,Morning,67.01,536,96.48,0,RUNNING
M-03,PRESS,2026-05-02,Night,64.86,519,95.93,0,RUNNING
M-03,PRESS,2026-05-03,Afternoon,66.43,531,95.84,0,RUNNING
M-03,PRESS,2026-05-03,Morning,66.42,531,96.1,0,RUNNING
M-03,PRESS,2026-05-03,Night,65.15,521,92.0,0,RUNNING
M-03,PRESS,2026-05-04,Afternoon,66.95,536,90.21,0,RUNNING
M-03,PRESS,2026-05-04,Morning,66.79,534,96.69,0,RUNNING
M-03,PRESS,2026-05-04,Night,69.07,553,95.72,0,RUNNING
M-03,PRESS,2026-05-05,Afternoon,66.19,530,93.89,0,RUNNING
M-03,PRESS,2026-05-05,Morning,67.16,537,93.92,0,RUNNING
M-03,PRESS,2026-05-05,Night,63.78,510,99.83,0,RUNNING
M-03,PRESS,2026-05-06,Afternoon,66.7,534,96.99,0,RUNNING
M-03,PRESS,2026-05-06,Morning,64.63,517,96.43,0,RUNNING
M-03,PRESS,2026-05-06,Night,65.29,522,96.73,0,RUNNING
M-03,PRESS,2026-05-07,Afternoon,65.39,523,98.1,0,RUNNING
M-03,PRESS,2026-05-07,Morning,69.69,557,95.88,0,RUNNING
M-03,PRESS,2026-05-07,Night,67.16,537,98.37,0,RUNNING
M-03,PRESS,2026-05-08,Afternoon,68.19,545,93.71,0,RUNNING
M-03,PRESS,2026-05-08,Morning,66.25,530,93.71,0,RUNNING
M-03,PRESS,2026-05-08,Night,65.59,525,94.49,0,RUNNING
M-03,PRESS,2026-05-09,Afternoon,65.63,525,96.84,0,RUNNING
M-03,PRESS,2026-05-09,Morning,64.87,519,96.66,0,RUNNING
M-03,PRESS,2026-05-09,Night,68.15,545,96.91,0,RUNNING
M-03,PRESS,2026-05-10,Afternoon,67.32,539,93.54,0,RUNNING
M-03,PRESS,2026-05-10,Morning,64.52,516,97.93,0,RUNNING
M-03,PRESS,2026-05-10,Night,66.16,529,97.4,0,RUNNING
M-03,PRESS,2026-05-11,Afternoon,64.71,518,96.25,0,RUNNING
M-03,PRESS,2026-05-11,Morning,64.42,515,98.75,0,RUNNING
M-03,PRESS,2026-05-11,Night,64.66,517,96.03,0,RUNNING
M-03,PRESS,2026-05-12,Afternoon,68.11,545,94.31,0,RUNNING
M-03,PRESS,2026-05-12,Morning,62.86,503,93.12,0,RUNNING
M-03,PRESS,2026-05-12,Night,63.07,505,91.69,0,RUNNING
M-03,PRESS,2026-05-13,Afternoon,68.2,546,98.02,0,RUNNING
M-03,PRESS,2026-05-13,Morning,63.75,510,93.35,0,RUNNING
M-03,PRESS,2026-05-13,Night,63.66,509,100.0,0,RUNNING
M-03,PRESS,2026-05-14,Afternoon,60.13,481,100.0,0,RUNNING
M-03,PRESS,2026-05-14,Morning,66.91,535,95.35,0,RUNNING
M-03,PRESS,2026-05-14,Night,62.29,498,92.71,0,RUNNING
M-03,PRESS,2026-05-15,Afternoon,67.7,542,97.13,0,RUNNING
M-03,PRESS,2026-05-15,Morning,66.99,536,100.0,0,RUNNING
M-03,PRESS,2026-05-15,Night,66.16,529,97.71,0,RUNNING
M-03,PRESS,2026-05-16,Afternoon,65.2,522,95.87,0,RUNNING
M-03,PRESS,2026-05-16,Morning,66.48,532,96.56,0,RUNNING
M-03,PRESS,2026-05-16,Night,63.53,508,95.44,0,RUNNING
M-03,PRESS,2026-05-17,Afternoon,63.07,505,93.79,0,RUNNING
M-03,PRESS,2026-05-17,Morning,61.7,494,95.8,0,RUNNING
M-03,PRESS,2026-05-17,Night,65.35,523,98.78,0,RUNNING
M-03,PRESS,2026-05-18,Afternoon,63.07,505,97.88,0,RUNNING
M-03,PRESS,2026-05-18,Morning,66.79,534,92.86,0,RUNNING
M-03,PRESS,2026-05-18,Night,63.08,505,95.55,0,RUNNING
M-03,PRESS,2026-05-19,Afternoon,65.21,522,93.33,0,RUNNING
M-03,PRESS,2026-05-19,Morning,66.07,529,94.06,0,RUNNING
M-03,PRESS,2026-05-19,Night,63.83,511,96.64,0,RUNNING
M-03,PRESS,2026-05-20,Afternoon,64.96,520,97.1,0,RUNNING
M-03,PRESS,2026-05-20,Morning,61.89,495,96.88,0,RUNNING
M-03,PRESS,2026-05-20,Night,65.44,523,98.73,0,RUNNING
M-03,PRESS,2026-05-21,Afternoon,65.24,522,97.09,0,RUNNING
M-03,PRESS,2026-05-21,Morning,65.24,522,95.14,0,RUNNING
M-03,PRESS,2026-05-21,Night,65.1,521,96.08,0,RUNNING
M-03,PRESS,2026-05-22,Afternoon,62.26,498,99.5,0,RUNNING
M-03,PRESS,2026-05-22,Morning,63.63,509,94.67,0,RUNNING
M-03,PRESS,2026-05-22,Night,62.57,501,94.61,0,RUNNING
M-03,PRESS,2026-05-23,Afternoon,64.42,515,98.5,0,RUNNING
M-03,PRESS,2026-05-23,Morning,63.6,509,97.79,0,RUNNING
M-03,PRESS,2026-05-23,Night,63.69,509,96.56,0,RUNNING
M-03,PRESS,2026-05-24,Afternoon,58.77,470,92.87,0,RUNNING
M-03,PRESS,2026-05-24,Morning,59.41,475,96.54,0,RUNNING
M-03,PRESS,2026-05-24,Night,62.1,497,93.08,0,RUNNING
M-03,PRESS,2026-05-25,Afternoon,56.95,456,88.21,0,RUNNING
M-03,PRESS,2026-05-25,Morning,56.56,452,88.24,0,RUNNING
M-03,PRESS,2026-05-25,Night,58.52,468,92.92,0,RUNNING
M-03,PRESS,2026-05-26,Afternoon,52.67,421,89.91,0,RUNNING
M-03,PRESS,2026-05-26,Morning,51.93,415,82.01,0,RUNNING
M-03,PRESS,2026-05-26,Night,51.54,412,88.03,0,RUNNING
M-03,PRESS,2026-05-27,Afternoon,66.11,0,99.26,480,DOWN
M-03,PRESS,2026-05-27,Morning,68.27,0,94.89,480,DOWN
M-03,PRESS,2026-05-27,Night,64.26,0,95.59,480,DOWN
M-03,PRESS,2026-05-28,Afternoon,63.73,510,93.55,0,RUNNING
M-03,PRESS,2026-05-28,Morning,63.87,511,93.97,0,RUNNING
M-03,PRESS,2026-05-28,Night,65.07,521,94.46,0,RUNNING
M-03,PRESS,2026-05-29,Afternoon,65.65,525,95.78,0,RUNNING
M-03,PRESS,2026-05-29,Morning,65.46,524,92.89,0,RUNNING
M-03,PRESS,2026-05-29,Night,61.11,489,96.75,0,RUNNING
M-03,PRESS,2026-05-30,Afternoon,68.26,546,96.84,0,RUNNING
M-03,PRESS,2026-05-30,Morning,67.39,539,93.58,0,RUNNING
M-03,PRESS,2026-05-30,Night,63.63,509,95.89,0,RUNNING
M-03,PRESS,2026-05-31,Afternoon,66.05,528,94.16,0,RUNNING
M-03,PRESS,2026-05-31,Morning,66.09,529,96.15,0,RUNNING
M-03,PRESS,2026-05-31,Night,65.33,523,93.17,0,RUNNING
M-03,PRESS,2026-06-01,Afternoon,63.57,509,98.47,0,RUNNING
M-03,PRESS,2026-06-01,Morning,64.78,518,94.19,0,RUNNING
M-03,PRESS,2026-06-01,Night,67.13,537,97.22,0,RUNNING
M-03,PRESS,2026-06-02,Afternoon,67.37,539,96.28,0,RUNNING
M-03,PRESS,2026-06-02,Morning,62.87,503,95.37,0,RUNNING
M-03,PRESS,2026-06-02,Night,69.52,556,96.79,0,RUNNING
M-03,PRESS,2026-06-03,Afternoon,65.26,522,95.7,0,RUNNING
M-03,PRESS,2026-06-03,Morning,65.37,523,95.38,0,RUNNING
M-03,PRESS,2026-06-03,Night,66.38,531,97.91,0,RUNNING
M-03,PRESS,2026-06-04,Afternoon,61.42,491,97.02,0,RUNNING
M-03,PRESS,2026-06-04,Morning,63.47,508,93.34,0,RUNNING
M-03,PRESS,2026-06-04,Night,62.85,503,91.69,0,RUNNING
M-03,PRESS,2026-06-05,Afternoon,64.99,520,97.68,0,RUNNING
M-03,PRESS,2026-06-05,Morning,65.76,526,100.0,0,RUNNING
M-03,PRESS,2026-06-05,Night,65.16,521,95.8,0,RUNNING
M-03,PRESS,2026-06-06,Afternoon,65.52,524,96.64,0,RUNNING
M-03,PRESS,2026-06-06,Morning,66.79,534,95.42,0,RUNNING
M-03,PRESS,2026-06-06,Night,63.7,510,97.98,0,RUNNING
M-03,PRESS,2026-06-07,Afternoon,66.05,528,94.2,0,RUNNING
M-03,PRESS,2026-06-07,Morning,64.66,517,94.49,0,RUNNING
M-03,PRESS,2026-06-07,Night,65.05,520,95.98,0,RUNNING
M-03,PRESS,2026-06-08,Afternoon,64.95,520,97.64,0,RUNNING
M-03,PRESS,2026-06-08,Morning,67.12,537,96.95,0,RUNNING
M-03,PRESS,2026-06-08,Night,67.71,542,97.12,0,RUNNING
M-03,PRESS,2026-06-09,Afternoon,62.92,503,95.39,0,RUNNING
M-03,PRESS,2026-06-09,Morning,65.02,520,93.38,0,RUNNING
M-03,PRESS,2026-06-09,Night,63.81,510,95.63,0,RUNNING
M-03,PRESS,2026-06-10,Afternoon,64.86,519,96.97,0,RUNNING
M-03,PRESS,2026-06-10,Morning,65.11,521,97.06,0,RUNNING
M-03,PRESS,2026-06-10,Night,65.13,521,92.05,0,RUNNING
M-03,PRESS,2026-06-11,Afternoon,62.64,501,97.2,0,RUNNING
M-03,PRESS,2026-06-11,Morning,63.17,505,95.71,0,RUNNING
M-03,PRESS,2026-06-11,Night,67.98,544,98.44,0,RUNNING
M-03,PRESS,2026-06-12,Afternoon,65.29,522,95.33,0,RUNNING
M-03,PRESS,2026-06-12,Morning,64.58,517,98.98,0,RUNNING
M-03,PRESS,2026-06-12,Night,63.8,510,95.4,0,RUNNING
M-03,PRESS,2026-06-13,Afternoon,65.31,523,96.01,0,RUNNING
M-03,PRESS,2026-06-13,Morning,64.24,514,96.34,0,RUNNING
M-03,PRESS,2026-06-13,Night,65.85,527,98.38,0,RUNNING
M-03,PRESS,2026-06-14,Afternoon,60.02,480,97.87,0,RUNNING
M-03,PRESS,2026-06-14,Morning,66.85,535,93.03,0,RUNNING
M-03,PRESS,2026-06-14,Night,62.33,499,95.55,0,RUNNING
M-03,PRESS,2026-06-15,Afternoon,66.06,528,97.52,0,RUNNING
M-03,PRESS,2026-06-15,Morning,62.72,502,92.4,0,RUNNING
M-03,PRESS,2026-06-15,Night,63.88,511,90.82,0,RUNNING
M-03,PRESS,2026-06-16,Afternoon,62.12,497,96.37,0,RUNNING
M-03,PRESS,2026-06-16,Morning,63.93,511,96.78,0,RUNNING
M-03,PRESS,2026-06-16,Night,64.97,520,97.16,0,RUNNING
M-03,PRESS,2026-06-17,Afternoon,67.33,539,95.68,0,RUNNING
M-03,PRESS,2026-06-17,Morning,65.23,522,94.05,0,RUNNING
M-03,PRESS,2026-06-17,Night,64.95,520,94.13,0,RUNNING
M-03,PRESS,2026-06-18,Afternoon,64.66,517,99.42,0,RUNNING
M-03,PRESS,2026-06-18,Morning,64.14,513,94.23,0,RUNNING
M-03,PRESS,2026-06-18,Night,62.32,499,92.77,0,RUNNING
M-03,PRESS,2026-06-19,Afternoon,63.7,510,98.08,0,RUNNING
M-03,PRESS,2026-06-19,Morning,67.87,543,95.58,0,RUNNING
M-03,PRESS,2026-06-19,Night,63.82,511,99.65,0,RUNNING
M-03,PRESS,2026-06-20,Afternoon,63.44,508,89.79,0,RUNNING
M-03,PRESS,2026-06-20,Morning,60.8,486,90.02,0,RUNNING
M-03,PRESS,2026-06-20,Night,60.91,487,91.6,0,RUNNING
M-03,PRESS,2026-06-21,Afternoon,54.22,434,84.49,0,RUNNING
M-03,PRESS,2026-06-21,Morning,56.28,450,89.12,0,RUNNING
M-03,PRESS,2026-06-21,Night,54.91,439,84.64,0,RUNNING
M-03,PRESS,2026-06-22,Afternoon,64.29,0,96.37,480,DOWN
M-03,PRESS,2026-06-22,Morning,68.93,0,96.27,480,DOWN
M-03,PRESS,2026-06-22,Night,62.37,0,94.06,480,DOWN
M-03,PRESS,2026-06-23,Afternoon,62.96,504,97.07,0,RUNNING
M-03,PRESS,2026-06-23,Morning,67.34,539,94.69,0,RUNNING
M-03,PRESS,2026-06-23,Night,67.31,538,97.44,0,RUNNING
M-03,PRESS,2026-06-24,Afternoon,62.23,498,99.0,0,RUNNING
M-03,PRESS,2026-06-24,Morning,66.94,536,94.49,0,RUNNING
M-03,PRESS,2026-06-24,Night,64.37,515,95.5,0,RUNNING
M-03,PRESS,2026-06-25,Afternoon,65.89,527,100.0,0,RUNNING
M-03,PRESS,2026-06-25,Morning,67.59,541,97.11,0,RUNNING
M-03,PRESS,2026-06-25,Night,63.75,510,97.86,0,RUNNING
M-03,PRESS,2026-06-26,Afternoon,67.98,544,97.02,0,RUNNING
M-03,PRESS,2026-06-26,Morning,65.11,521,96.54,0,RUNNING
M-03,PRESS,2026-06-26,Night,66.05,528,98.15,0,RUNNING
M-03,PRESS,2026-06-27,Afternoon,62.96,504,92.07,0,RUNNING
M-03,PRESS,2026-06-27,Morning,64.29,514,94.32,0,RUNNING
M-03,PRESS,2026-06-27,Night,69.01,552,93.79,0,RUNNING
M-03,PRESS,2026-06-28,Afternoon,65.6,525,97.63,0,RUNNING
M-03,PRESS,2026-06-28,Morning,64.57,517,95.45,0,RUNNING
M-03,PRESS,2026-06-28,Night,66.68,533,94.83,0,RUNNING
M-03,PRESS,2026-06-29,Afternoon,64.52,516,99.21,0,RUNNING
M-03,PRESS,2026-06-29,Morning,64.67,517,96.57,0,RUNNING
M-03,PRESS,2026-06-29,Night,65.96,528,97.47,0,RUNNING
M-03,PRESS,2026-06-30,Afternoon,65.35,523,93.41,0,RUNNING
M-03,PRESS,2026-06-30,Morning,66.29,530,98.35,0,RUNNING
M-03,PRESS,2026-06-30,Night,65.78,526,94.7,0,RUNNING
M-03,PRESS,2026-07-01,Afternoon,64.61,517,93.54,0,RUNNING
M-03,PRESS,2026-07-01,Morning,61.3,490,94.67,0,RUNNING
M-03,PRESS,2026-07-01,Night,62.87,503,96.9,0,RUNNING
M-03,PRESS,2026-07-02,Afternoon,60.59,485,87.48,0,RUNNING
M-03,PRESS,2026-07-02,Morning,60.01,480,96.2,0,RUNNING
M-03,PRESS,2026-07-02,Night,60.93,487,91.76,0,RUNNING
M-03,PRESS,2026-07-03,Afternoon,56.64,453,86.05,0,RUNNING
M-03,PRESS,2026-07-03,Morning,59.08,473,89.85,0,RUNNING
M-03,PRESS,2026-07-03,Night,56.52,452,86.8,0,RUNNING
M-03,PRESS,2026-07-04,Afternoon,56.88,455,86.79,0,RUNNING
M-03,PRESS,2026-07-04,Morning,53.22,426,87.18,0,RUNNING
M-03,PRESS,2026-07-04,Night,52.22,418,86.89,0,RUNNING
M-03,PRESS,2026-07-05,Afternoon,51.25,410,83.53,0,RUNNING
M-03,PRESS,2026-07-05,Morning,53.31,426,82.28,0,RUNNING
M-03,PRESS,2026-07-05,Night,50.25,402,84.8,0,RUNNING
M-03,PRESS,2026-07-06,Afternoon,63.27,0,95.13,480,DOWN
M-03,PRESS,2026-07-06,Morning,64.76,0,96.84,480,DOWN
